Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
S3412,Movie,Up North,Tope Oshin,"Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis",Nigeria,"October 18, 2019",2018,Tv-14,99 Min,"Dramas, International Movies",A Pampered Heir Must Complete A Year Of Service Work To Inherit His Dad's Assets But Unearths New Goals When He's Placed In An Unfamiliar Region.
S3413,Movie,Upstarts,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan",India,"October 18, 2019",2019,Tv-14,112 Min,"Comedies, Dramas, International Movies","Hoping To Do Good While Making Millions, Three College Graduates Create A Startup. But As Business Begins To Flourish, Their Own Bond Starts To Fray."
S3414,Movie,Verses Of Love 2,Guntur Soeharjanto,"Fedi Nuril, Tatjana Saphira, Dewi Sandra, Chelsea Islan, Nur Fazura, Pandji Pragiwaksono, Arie Untung, Bront Palarae, Dewi Irawan",Indonesia,"October 18, 2019",2017,Tv-14,127 Min,"Dramas, Faith & Spirituality, International Movies","Now A Lecturer In Edinburgh, Fahri Tries To Begin A New Chapter As The Love Of His Life, Aisha, Volunteers In The Gaza Strip. Have They Moved On?"
S3415,Tv Show,Chosen,,"Lan Cheng-Lung, Deng Jiajia, Han Pengyi, Sam Hayden-Smith, Jenny Zhou, Paul He, Nathaniel Kelly",China,"October 17, 2019",2019,Tv-14,2 Seasons,"Crime Tv Shows, International Tv Shows, Tv Action & Adventure","When A Mysterious Box Arrives At His Door, A Doctor And Father Is Forced To Participate In A Twisted Killing Game, Or Risk Losing Everything."
S3416,Tv Show,The Unlisted,,"Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe",Australia,"October 17, 2019",2019,Tv-Pg,1 Season,"Kids' Tv, Tv Thrillers","When They Learn Of A Secret Plot To Track And Control Kids, Identical Twins Dru And Kal Team Up With A Band Of Runaway Rebels To Take Back Their World."
S3417,Tv Show,Another Miss Oh,,"Seo Hyun-Jin, Eric Moon, Jeon Hye-Bin, Ye Ji-Won, Kim Ji-Seok, Lee Jae-Yoon, Lee Han-Wi, Kim Mee-Kyeong, Oh Man-Seok, Lee Pil-Mo",South Korea,"October 16, 2019",2016,Tv-Ma,1 Season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","A Sound Director Who Suddenly Starts Getting Visions Of Someone Else’s Future Gets Mired In The Lives Of Two Women, Who Happen To Share The Same Name."
S3418,Movie,Ghosts Of Sugar Land,Bassam Tariq,,United States,"October 16, 2019",2019,Tv-Ma,22 Min,Documentaries,"Shocked When Their Friend Embraces Extremism, A Group Of Muslim Americans In Texas Recount Their Time With Him And Theories About His Fate."
S3419,Movie,League Of Legends Origins,Leslie Iwerks,,United States,"October 16, 2019",2019,Tv-Ma,78 Min,Documentaries,"Fans, Experts And Creators Of The ""League Of Legends"" Detail The Game’s Rise From Free Demo To Global Esports Titan."
S3420,Movie,Park Na-Rae: Glamour Warning,Kim Joo-Hyung,Park Na-Rae,South Korea,"October 16, 2019",2019,Tv-Ma,63 Min,Stand-Up Comedy,"Korea’s Beloved Comedian And Favorite Big Sister Figure Talks Sex, Relationships And Celebrity Life. And She’s Sassier And Dirtier Than Ever Before."
S3421,Tv Show,Second 20s,,"Choi Ji-Woo, Lee Sang-Yun, Choi Won-Young, Kim Min-Jae, Son Na-Eun, Jung Soo-Young, Choi Yoon-So, Park Hyo-Ju",South Korea,"October 16, 2019",2015,Tv-14,1 Season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","Facing Major Changes, A Mother Realizes It's Time To Live For Herself And Decides To Enroll In College, Where She Finds Her Dream As Well As New Love."
S3422,Movie,Sinister 2,Ciarán Foy,"Shannyn Sossamon, John Beasley, James Ransone, Tate Ellington, Robert Daniel Sloan, Dartanian Sloan, Lucas Jade Zumann, Lea Coco","United States, United Kingdom","October 16, 2019",2015,R,97 Min,Horror Movies,"A Single Mother And Her Twin Sons Move Into A Rural House, Unaware Of Its History Of Being Inhabited By An Evil Spirit That Preys Upon Young Children."
S3423,Movie,The Game Changers,Louie Psihoyos,"Arnold Schwarzenegger, Lewis Hamilton, James Wilks, Patrik Baboumian, Scott Jurek, Nimai Delgado, Morgan Mitchell, Rip Esselstyn, Dotsie Bausch, Damien Mander, Michael Thomas, Dr. Dean Ornish, David Goldman",United States,"October 16, 2019",2018,Tv-Ma,86 Min,"Documentaries, Sports Movies","Special Forces Trainer James Wilks Asks Elite Athletes To Compare The Merits Of Meat, Protein And Plants For Building Strength. Spoiler: Plants Win."
S3424,Tv Show,Black Money Love,Ahmet Katıksız,"Güler Ökten, Hazal Türesan, İlkin Tüfekçi, Bedia Ener, Erkan Can, Öykü Karayel, Emre Kızılırmak, Bestemsu Özdemir, Engin Akyürek, Burak Tamdoğan, Saygın Soysal, Tuba Büyüküstün, Ali Yörenç, Ahmet Tansu Taşanlar, Elif İnci",Turkey,"October 15, 2019",2014,Tv-Ma,1 Season,"Crime Tv Shows, International Tv Shows, Tv Dramas","After A Cop's Fiancée And A Jewelry Designer's Father Are Found Dead Together, The Two Bereaved Ones Face A Perilous Aftermath Of A Theft Gone Wrong."
S3425,Movie,"Martin Matte: La Vie, La Mort...Eh La La..!",Jean-François Blais,Martin Matte,Canada,"October 14, 2019",2019,Tv-14,62 Min,Stand-Up Comedy,"Quebecois Comedy Star Martin Matte Serves Up Embarrassing Personal Stories, A Solution For Social Media Trolls And More In This Unpredictable Special."
S3426,Movie,Street Flow,"Leïla Sy, Kery James","Kery James, Jammeh Diangana, Chloé Jouannet, Bakary Diombera",France,"October 13, 2019",2019,Tv-Ma,96 Min,"Dramas, International Movies","Three Brothers – A Gangster, A Scholar And An Impressionable Teen – Learn Hard Lessons In The Gritty Suburbs While Searching For The Means To Survive."
S3427,Tv Show,The Lies Within,,"Lee Min-Ki, Lee Yoo-Young, On Ju-Wan, Lee Jun-Hyeok, Yun Jong-Seok, Kim Jong-Soo, Seo Hyun-Woo, Song Young-Chang, Lee Jun-Hyuk",South Korea,"October 13, 2019",2019,Tv-14,1 Season,"Crime Tv Shows, International Tv Shows, Korean Tv Shows","After Her Father Dies And Her Husband Goes Missing, Kim Seo-Hui Teams Up With Detective Jo Tae-Sik And Joins The National Assembly."
S3428,Movie,Bygones Be Bygones,Hakan Algül,"Ata Demirer, Tuvana Türkay, Ülkü Duru, Salih Kalyon, Renan Bilek, Seda Güven, Toprak Sergen, Ali Yoğurtçuoğlu, Bedir Bedir, Gümeç Alpay Aslan",Turkey,"October 11, 2019",2017,Tv-Ma,104 Min,"Comedies, International Movies, Romantic Movies",A Mother's Plan To Find Her Bachelor Son A Match Derails When A New Prospect Turns Up And Sinister Schemes Unfold.
S3429,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,Aaron Paul,United States,"October 11, 2019",2019,Tv-Ma,123 Min,"Dramas, Thrillers","Fugitive Jesse Pinkman Attempts To Outrun His Past. Written And Directed By ""Breaking Bad"" Creator Vince Gilligan, Starring Aaron Paul."
S3430,Movie,Fractured,Brad Anderson,"Sam Worthington, Lily Rabe, Stephen Tobolowsky, Adjoa Andoh, Lucy Capri, Lauren Cochrane, Shane Dean",United States,"October 11, 2019",2019,Tv-Ma,100 Min,Thrillers,"After His Wife And Injured Daughter Disappear From An Er, A Man Conducts A Panicked Search And Becomes Convinced The Hospital Is Hiding Something."
S3431,Tv Show,Insatiable,,"Dallas Roberts, Debby Ryan, Alyssa Milano, Christopher Gorham, Kimmy Shields, Michael Provost, Erinn Westbrook, Daniel Kang, Arden Myrin",United States,"October 11, 2019",2019,Tv-Ma,2 Seasons,"Tv Comedies, Tv Dramas, Teen Tv Shows","A Bullied Teenager Turns To Beauty Pageants As A Way To Exact Her Revenge, With The Help Of A Disgraced Coach Who Soon Realizes He's In Over His Head."
S3432,Movie,The Bling Lagosians,Bolanle Austen-Peters,"Gbenga Titiloye, Elvina Ibru, Sharon Ooja, Osas Ighodaro Ajibade, Monalisa Chinda, Toyin Abraham, Bisola Aiyeola, Oladele Ogunlana, Jimmy Odukoya, Alex Ekubo",Nigeria,"October 11, 2019",2019,Tv-14,99 Min,"Dramas, International Movies","With A Matriarch Bent On Having A Lavish 51st Birthday Party, Her Family's Debt Is On The Verge Of Exposure, Threatening Their Business – And Legacy."
S3433,Movie,The Forest Of Love,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,"October 11, 2019",2019,Tv-Ma,151 Min,"Dramas, International Movies, Thrillers",A Con Man And A Would-Be Filmmaking Crew Force Themselves Into The Lives Of Two Grief-Scarred Young Women. But Nothing Is As It Seems.
S3434,Tv Show,The Hook Up Plan,,"Marc Ruchmann, Zita Hanrot, Sabrina Ouazani, Joséphine Drai, Syrus Shahidi, Yvan Naubron, Guillaume Labbé, Tom Dingler",France,"October 11, 2019",2020,Tv-Ma,2 Seasons,"International Tv Shows, Romantic Tv Shows, Tv Comedies","When Parisian Elsa Gets Hung Up On Her Ex, Her Best Friends Secretly Hire A Male Escort To Help Her Move On. But Their Plan Works A Little Too Well."
S3435,Movie,The Influence,Dennis Rovira Van Boekholt,"Manuela Vellés, Maggie Civantos, Alain Hernández, Claudia Placer, Daniela Rubio, Emma Suárez, Ramón Esquinas, Felipe García Vélez, Mariana Cordero","Spain, France","October 11, 2019",2019,Tv-Ma,102 Min,"Horror Movies, International Movies","Back In Her Childhood Home To Help Her Sister Care For Their Comatose Mother, Alicia Must Face A Dark Force From Her Past That Now Threatens Her Child."
S3436,Tv Show,Beyblade Burst Turbo,,"Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle Mccarley, Brandon Winckler, Kimlinh Tran",,"October 10, 2019",2018,Tv-Y7,1 Season,"Anime Series, Kids' Tv","Yearning To Earn The Title Of World Blading Champion, A Novice Competitor Must Harness His Untamed Potential Through Training And Tournaments."
S3437,Movie,Gen Hoshino Stadium Tour “Pop Virus”,Naoto Amazutsumi,Gen Hoshino,,"October 10, 2019",2019,Tv-14,154 Min,"International Movies, Music & Musicals",Singer-Songwriter Gen Hoshino Takes The Stage At The Sold Out Tokyo Dome In His Highly Anticipated 2019 Pop Virus Dome Tour.
S3438,Tv Show,Ultramarine Magmell,,"Kengo Kawanishi, M・A・O, Toshiyuki Morikawa, Hibiku Yamamura, Satoshi Mikami, Koji Yusa, Hiroshi Yanaka, Shiro Saito, Keiichi Sonobe",Japan,"October 10, 2019",2019,Tv-14,1 Season,"Anime Series, International Tv Shows","Decades After The Sudden Birth Of A New Continent, A Young Rescuer-For-Hire Provides Aid To Adventurers Exploring This Dangerous, Uncharted World."
S3439,Movie,After,Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Selma Blair, Inanna Sarkis, Shane Paul Mcghie, Pia Mia, Khadijha Red Thunder, Dylan Arnold, Samuel Larsen, Jennifer Beals, Peter Gallagher",United States,"October 9, 2019",2019,Pg-13,106 Min,"Dramas, Romantic Movies","Wholesome College Freshman Tessa Young Thinks She Knows What She Wants Out Of Life, Until She Crosses Paths With Complicated Bad Boy Hardin Scott."
S3440,Movie,Home Is Where The Killer Is,Kaila York,"Stacy Haiduk, Kelly Kruger, Christopher Sean, Anne Leighton, Beth Littleford, John-Paul Lavoisier, Kristoff St. John, Pallavi Sastry",United States,"October 9, 2019",2019,Tv-14,87 Min,"Dramas, Thrillers","Recovering From Cancer, A Young Woman Thinks She’s Found A Friend When She Rents A Room From A Caring Ex-Doctor. But Empathy Soon Becomes Obsession."
S3441,Tv Show,Rhythm + Flow,,"Cardi B, Chance The Rapper, T.I.",United States,"October 9, 2019",2019,Tv-Ma,1 Season,Reality Tv,"In This Music Competition Show, Judges Tip “T.I.” Harris, Cardi B And Chance The Rapper Hit The Streets To Find The Next Rap Superstar."
S3442,Movie,Deon Cole: Cole Hearted,Ryan Polito,Deon Cole,United States,"October 8, 2019",2019,Tv-Ma,70 Min,Stand-Up Comedy,"Embracing His Belief That Comedy Is The Last Raw Form Of Expression, Deon Cole Explains The Right Time To Thank Jesus And The Wrong Time To Say ""Welp."""
S3443,Movie,The Spooky Tale Of Captain Underpants Hack-A-Ween,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Clancy Brown, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Patty Mattson, Brennan Murray, Kevin Michael Richardson, Mindy Sterling, Stephen Tobolowsky, Kari Wahlgren",United States,"October 8, 2019",2019,Tv-Y7,46 Min,"Children & Family Movies, Comedies","When Melvin Tries To Cancel Halloween, Clever Best Friends Harold And George Create Their Own Spooky Holiday – And It's A Huge Success!"
S3444,Movie,Love For Sale,Andibachtiar Yusuf,"Gading Marten, Della Dartyan, Rukman Rosadi, Albert Halim, Verdi Solaiman, Adriano Qalbi, Sabrina Rochelle Kalangie, Rizky Mocil",Indonesia,"October 6, 2019",2018,Tv-14,101 Min,"Dramas, International Movies, Romantic Movies","Richard Accepts A Bet That He Can't Find A Companion To A Friend's Wedding, Not Knowing The Dating App He's Using Includes A 45-Day Contract."
S3445,Tv Show,Legend Quest: Masters Of Myth,,"Johnny Rose, Annemarie Blanco, Paul Tei, Oscar Cheda, Chuck Morgan, Jenna Lamia, James Carrey",Mexico,"October 5, 2019",2019,Tv-Y7,1 Season,"Kids' Tv, Spanish-Language Tv Shows","When Mythical Creatures Come To Life, It's Up To Leo, Teodora, Don Andrés And Alebrije – Super-Secret Monster Hunters – To Save The Day."
S3446,Tv Show,My Country: The New Age,,"Yang Se-Jong, Woo Do‑Hwan, Seolhyun, Jang Hyuk, Kim Young-Chul, In Gyo-Jin, Yu Oh-Seong, Ahn Nae-Sang",South Korea,"October 5, 2019",2019,Tv-14,1 Season,"International Tv Shows, Korean Tv Shows, Tv Action & Adventure","At The End Of The Goryeo Period, There Were Those Who Led The Charge To Proclaim A New Age – And The Ordinary Individuals Who Risked Everything."
S3447,Movie,Noblemen,Vandana Kataria,"Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues",India,"October 5, 2019",2019,Tv-Ma,109 Min,"Dramas, Independent Movies, International Movies","When He Lands The Lead In His Christian School's Production Of ""The Merchant Of Venice,"" A Secretly Gay Student Is Bullied By Wealthy Upperclassmen."
S3448,Movie,A Plastic Ocean,,Tanya Streeter,"United Kingdom, Hong Kong","October 4, 2019",2016,Tv-14,100 Min,Documentaries,"When He Discovers The World's Oceans Brimming With Plastic Waste, A Documentary Filmmaker Investigates The Pollution's Environmental Impacts."
S3449,Movie,Brother In Love,Onur Bilgetay,"Cem Gelinoğlu, Melis Babadag, Ege Kökenli, Müfit Kayacan, Lale Başar, Ali Erkazan, Özlem Çakar, Selen Domaç, Ferdi Sancar, Güven Hokna",Turkey,"October 4, 2019",2019,Tv-Ma,110 Min,"Comedies, International Movies, Romantic Movies","A Robbery Leaves A Proprietor Penniless Before His Wedding, But Becoming A Son-In-Law To A Second Family Might Be The Financial Solution He Needs."
S3450,Tv Show,Creeped Out,,"Victoria Diamond, William Romain, Sydney Wade, Jennifer James, Daniel Ryan, Robert Styles, Rhys Gannon, Maeve Larkin, Margaret Jackman, Katie Proctor, Jonathan Blake, Maximus Evans, Anya Lawrence, Tiffany Elefano, Diya Kittur, Berkley Silverman, Malen Clarkson, Jason Done, Rosina Carbone, Boris Burnell Anderson, Macey Howarth, Rebecca Hanssen, William Haresceugh, Chris Jack, Zita Sattar, Acushla-Tara Kupe, Tillie Amartey, Isabella Pinto, Bella Band, Lola Ogunyemi, Elizabeth Bower, Gianluca Gallucci, Jacob Henshaw, Amelia Curtis, Romy Weltman, Justin Paul Kelly, Jordan Poole, Thamela Mpumlwana, Jake Sim, Leah Choudhry, Daniel Ogbeide-John, Emma Gregory, Rachel Leskovac, Andonis Anthony, Kyle Breitkopf, Julian Richings, Kathryn Emily Douglas","United Kingdom, Canada","October 4, 2019",2019,Tv-Pg,2 Seasons,"British Tv Shows, Kids' Tv, Tv Thrillers","A Masked Figure Known As ""The Curious"" Collects Tales Of Dark Magic, Otherworldly Encounters And Twisted Technology In This Kids Anthology Series."
S3451,Movie,In The Tall Grass,Vincenzo Natali,"Patrick Wilson, Laysla De Oliveira, Avery Whitted, Harrison Gilbertson, Rachel Wilson, Will Buie Jr.","Canada, United States","October 4, 2019",2019,Tv-Ma,102 Min,"Horror Movies, Thrillers","After Hearing A Boy's Cry For Help, A Pregnant Woman And Her Brother Wade Into A Vast Field Of Grass, Only To Discover There May Be No Way Out."
S3452,Movie,Kids On The Block,Tugçe Soysop,"Selim Bayraktar, Berat Efe Parlar, Esat Polat Güler, Eda Döğer, Dora Dalgıç, Taha Sönmezisik, Zeynep Ilgin Çelik, Arda Taşarcan, Alperen Efe Esmer, İlknur Külahlıoglu, İkra Külahlıoğlu",Turkey,"October 4, 2019",2019,Tv-Pg,102 Min,"Children & Family Movies, Comedies","When Their Fun In The Park Is Threatened By A Neighborhood Nagger, A Group Of Friends Declares War To Play Freely On Their Turf."
S3453,Tv Show,Peaky Blinders,,"Cillian Murphy, Sam Neill, Helen Mccrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards",United Kingdom,"October 4, 2019",2019,Tv-Ma,5 Seasons,"British Tv Shows, Crime Tv Shows, International Tv Shows","A Notorious Gang In 1919 Birmingham, England, Is Led By The Fierce Tommy Shelby, A Crime Boss Set On Moving Up In The World No Matter The Cost."
S3454,Tv Show,Raising Dion,,"Alisha Wainwright, Ja'siah Young, Jason Ritter, Michael B. Jordan, Jazmyn Simon, Ali Ahn, Sammi Haney",United States,"October 4, 2019",2019,Tv-Pg,1 Season,"Kids' Tv, Tv Action & Adventure, Tv Dramas",A Widowed Mom Sets Out To Solve The Mystery Surrounding Her Young Son's Emerging Superpowers While Keeping His Extraordinary Gifts Under Wraps.
S3455,Tv Show,Rotten,,,United States,"October 4, 2019",2019,Tv-Ma,2 Seasons,"Docuseries, Science & Nature Tv",This Docuseries Travels Deep Into The Heart Of The Food Supply Chain To Reveal Unsavory Truths And Expose Hidden Forces That Shape What We Eat.
S3456,Tv Show,Super Monsters,,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt Mckillip, Kathleen Barr, Diana Kaarina",,"October 4, 2019",2019,Tv-Y,3 Seasons,Kids' Tv,Preschool Kids Whose Parents Are The World's Most Famous Monsters Try To Master Their Special Powers While Preparing For Kindergarten.
S3457,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt Mckillip, Kathleen Barr",United States,"October 4, 2019",2019,Tv-Y,24 Min,Children & Family Movies,"The Super Monsters Share Their Halloween Traditions With Vida, Then Get Invited To A Día De Los Muertos Party In The Howlers' Backyard."
S3458,Tv Show,Seis Manos,,"Aislinn Derbez, Mike Colter, Jonny Cruz, Angélica Vale, Vic Chao, Danny Trejo",United States,"October 3, 2019",2019,Tv-Ma,1 Season,"Anime Series, Crime Tv Shows","Orphans Raised By A Martial Arts Master Are Plunged Into A Mystery Involving Demonic Powers, Drug Cartels, Ancient Rituals And Blood Sacrifice."
